,area_type,total_sqft,bath,balcony,price,bhk
572,Super built-up  Area,1404.0,2.0,1.0,69.3,2.0
575,Super built-up  Area,1305.0,2.0,1.0,58.7,3.0
576,Super built-up  Area,1230.0,2.0,2.0,80.0,2.0
577,Plot  Area,1200.0,2.0,0.0,65.0,2.0
578,Super built-up  Area,1460.0,3.0,1.0,73.0,3.0
580,Built-up  Area,967.0,2.0,3.0,45.0,2.0
581,Built-up  Area,540.0,1.0,1.0,36.0,1.0
582,Super built-up  Area,715.0,1.0,2.0,46.0,1.0
585,Super built-up  Area,1020.0,2.0,1.0,48.95,2.0
586,Super built-up  Area,1020.0,2.0,1.0,40.0,2.0
587,Super built-up  Area,1253.0,2.0,1.0,102.0,2.0
588,Super built-up  Area,1180.0,2.0,2.0,42.0,2.0
589,Super built-up  Area,961.0,2.0,2.0,38.0,2.0
590,Built-up  Area,1419.0,3.0,3.0,75.0,3.0
591,Super built-up  Area,1709.0,3.0,2.0,150.0,3.0
592,Plot  Area,1600.0,2.0,0.0,115.0,2.0
593,Super built-up  Area,416.0,1.0,1.0,18.5,1.0
594,Carpet  Area,1100.0,2.0,2.0,98.0,2.0
595,Super built-up  Area,1430.0,2.0,1.0,65.0,3.0
596,Super built-up  Area,1260.0,2.0,2.0,45.0,2.0
597,Built-up  Area,1630.0,3.0,2.0,85.0,3.0
598,Super built-up  Area,1249.0,3.0,2.0,44.71,3.0
599,Super built-up  Area,1450.0,2.0,3.0,85.0,3.0
602,Built-up  Area,834.0,1.0,1.0,60.0,1.0
603,Plot  Area,1125.0,4.0,1.0,70.0,3.0
604,Super built-up  Area,2060.0,3.0,2.0,140.0,3.0
606,Built-up  Area,891.0,2.0,1.0,25.0,2.0
607,Super built-up  Area,1133.0,2.0,1.0,49.07,2.0
608,Built-up  Area,1075.0,2.0,1.0,37.0,3.0
611,Built-up  Area,1200.0,2.0,2.0,55.0,2.0
612,Super built-up  Area,1075.0,2.0,2.0,45.8,2.0
613,Super built-up  Area,1140.0,2.0,2.0,40.0,2.0
616,Super built-up  Area,1090.0,2.0,1.0,42.0,2.0
617,Built-up  Area,1500.0,4.0,1.0,70.0,4.0
620,Super built-up  Area,1920.0,3.0,2.0,134.0,3.0
621,Built-up  Area,1374.0,2.0,2.0,95.0,2.0
622,Carpet  Area,1445.0,3.0,2.0,95.0,3.0
623,Super built-up  Area,711.0,1.0,1.0,36.0,1.0
624,Super built-up  Area,1500.0,3.0,3.0,95.0,3.0
625,Super built-up  Area,1720.0,3.0,3.0,100.0,3.0
626,Super built-up  Area,1400.0,3.0,2.0,60.0,3.0
627,Built-up  Area,1030.0,2.0,2.0,49.0,2.0
628,Super built-up  Area,1200.0,2.0,1.0,85.0,2.0
629,Carpet  Area,1375.0,3.0,2.0,70.0,3.0
631,Super built-up  Area,2250.0,3.0,2.0,160.0,3.0
632,Super built-up  Area,1000.0,2.0,2.0,50.0,2.0
633,Super built-up  Area,469.0,1.0,0.0,25.0,1.0
635,Super built-up  Area,883.0,2.0,1.0,29.0,2.0
636,Super built-up  Area,1820.0,2.0,3.0,86.0,3.0
637,Built-up  Area,1440.0,2.0,3.0,65.0,3.0
640,Super built-up  Area,1225.0,2.0,2.0,48.0,2.0
642,Carpet  Area,875.0,2.0,3.0,52.8,2.0
643,Super built-up  Area,750.0,1.0,2.0,40.0,1.0
644,Super built-up  Area,1180.0,2.0,3.0,80.0,2.0
645,Super built-up  Area,1194.0,2.0,2.0,47.0,2.0
646,Super built-up  Area,1500.0,2.0,2.0,62.0,3.0
647,Super built-up  Area,1160.0,2.0,2.0,52.2,2.0
650,Super built-up  Area,1128.0,2.0,1.0,60.0,2.0
651,Super built-up  Area,1500.0,3.0,1.0,150.0,3.0
652,Built-up  Area,1220.0,2.0,1.0,35.23,3.0
653,Super built-up  Area,1210.0,2.0,2.0,58.0,2.0
654,Super built-up  Area,1100.0,2.0,1.0,58.0,3.0
655,Super built-up  Area,1200.0,3.0,2.0,46.0,3.0
657,Super built-up  Area,1641.0,3.0,2.0,66.0,3.0
658,Super built-up  Area,1200.0,2.0,1.0,45.0,2.0
659,Super built-up  Area,1260.0,2.0,1.0,67.39,2.0
660,Super built-up  Area,1720.0,3.0,3.0,78.0,3.0
661,Super built-up  Area,1132.5,2.0,0.0,48.13,2.0
662,Super built-up  Area,1210.0,2.0,1.0,45.98,2.0
664,Super built-up  Area,1075.0,2.0,1.0,45.0,3.0
665,Built-up  Area,1702.0,3.0,2.0,130.0,3.0
667,Super built-up  Area,1141.0,2.0,2.0,38.55,2.0
668,Super built-up  Area,2072.0,3.0,2.0,108.0,3.0
670,Built-up  Area,1200.0,2.0,0.0,70.0,3.0
671,Super built-up  Area,1350.0,3.0,0.0,77.0,3.0
673,Super built-up  Area,1180.0,2.0,2.0,78.34,3.0
675,Super built-up  Area,1355.0,2.0,2.0,115.0,2.0
676,Plot  Area,600.0,1.0,0.0,50.0,1.0
678,Super built-up  Area,1640.0,2.0,1.0,120.0,3.0
680,Super built-up  Area,1190.0,2.0,2.0,57.0,3.0
682,Super built-up  Area,1019.0,2.0,2.0,49.85,2.0
683,Super built-up  Area,1875.0,3.0,2.0,165.0,3.0
684,Super built-up  Area,1250.0,3.0,2.0,40.0,3.0
685,Plot  Area,1200.0,3.0,2.0,140.0,3.0
686,Super built-up  Area,1140.0,2.0,1.0,56.0,2.0
687,Super built-up  Area,1683.0,3.0,1.0,109.0,3.0
689,Super built-up  Area,2118.0,4.0,2.0,111.0,4.0
690,Built-up  Area,1380.0,3.0,0.0,58.0,4.0
691,Super built-up  Area,1083.0,2.0,2.0,61.75,2.0
692,Plot  Area,600.0,2.0,1.0,55.0,2.0
693,Built-up  Area,2300.0,3.0,3.0,120.0,3.0
694,Super built-up  Area,1240.0,2.0,2.0,60.0,2.0
695,Super built-up  Area,1750.0,3.0,1.0,120.0,3.0
697,Plot  Area,1500.0,3.0,1.0,139.0,3.0
698,Super built-up  Area,985.0,2.0,1.0,40.39,2.0
699,Plot  Area,1500.0,2.0,1.0,87.0,3.0
700,Built-up  Area,1125.0,2.0,1.0,32.49,2.0
701,Built-up  Area,950.0,2.0,1.0,44.0,2.0
703,Super built-up  Area,1580.0,3.0,3.0,76.0,3.0
704,Plot  Area,1092.0,2.0,1.0,98.5,3.0
705,Built-up  Area,1090.0,2.0,1.0,28.34,2.0
706,Built-up  Area,2264.0,3.0,1.0,159.0,3.0
707,Super built-up  Area,1033.0,2.0,2.0,25.53,3.0
708,Super built-up  Area,810.0,2.0,2.0,24.5,2.0
709,Super built-up  Area,1045.0,2.0,0.0,45.0,2.0
710,Super built-up  Area,1337.0,2.0,1.0,82.0,2.0
711,Super built-up  Area,1200.0,2.0,2.0,32.0,2.0
712,Super built-up  Area,1580.0,3.0,2.0,160.0,3.0
713,Super built-up  Area,1500.0,2.0,3.0,54.0,3.0
714,Super built-up  Area,1640.0,4.0,2.0,91.0,3.0
715,Super built-up  Area,1570.0,3.0,2.0,62.0,3.0
716,Super built-up  Area,1470.0,2.0,2.0,82.0,3.0
717,Super built-up  Area,1160.0,2.0,2.0,40.61,2.0
718,Built-up  Area,1050.0,2.0,1.0,71.0,2.0
720,Super built-up  Area,1460.0,2.0,1.0,90.0,3.0
721,Built-up  Area,1823.0,3.0,2.0,100.0,3.0
722,Super built-up  Area,1094.0,2.0,2.0,42.0,2.0
723,Super built-up  Area,1153.0,2.0,2.0,57.0,2.0
724,Built-up  Area,1325.0,3.0,1.0,57.0,3.0
725,Plot  Area,1200.0,3.0,2.0,85.0,4.0
726,Built-up  Area,1590.0,2.0,2.0,125.0,3.0
729,Super built-up  Area,1202.0,2.0,1.0,48.0,2.0
730,Built-up  Area,1202.0,2.0,1.0,53.0,2.0
731,Super built-up  Area,1200.0,2.0,3.0,62.5,2.0
732,Super built-up  Area,1688.0,3.0,1.0,118.0,3.0
733,Built-up  Area,1020.0,2.0,1.0,52.0,2.0
734,Super built-up  Area,1185.0,2.0,2.0,47.0,2.0
735,Super built-up  Area,1235.0,2.0,1.0,52.04,2.0
737,Super built-up  Area,1077.0,2.0,2.0,37.64,2.0
738,Super built-up  Area,1415.0,2.0,3.0,66.0,3.0
739,Super built-up  Area,2330.0,3.0,2.0,162.0,3.0
740,Super built-up  Area,805.0,2.0,2.0,35.0,2.0
741,Built-up  Area,425.0,1.0,0.0,20.03,1.0
742,Super built-up  Area,1155.0,2.0,3.0,59.95,2.0
744,Super built-up  Area,656.0,2.0,1.0,22.0,2.0
745,Built-up  Area,1100.0,2.0,0.0,48.0,2.0
746,Super built-up  Area,1150.0,2.0,3.0,52.0,2.0
747,Plot  Area,600.0,1.0,1.0,60.0,1.0
748,Super built-up  Area,1468.0,2.0,1.0,140.0,2.0
750,Super built-up  Area,2280.0,4.0,2.0,126.0,3.0
751,Super built-up  Area,1341.0,2.0,1.0,97.0,2.0
752,Super built-up  Area,1279.0,2.0,1.0,77.0,2.0
753,Super built-up  Area,2225.0,4.0,0.0,98.88,4.0
754,Super built-up  Area,1185.0,2.0,2.0,43.51,2.0
755,Super built-up  Area,1750.0,3.0,2.0,85.0,3.0
756,Super built-up  Area,1152.0,2.0,1.0,53.5,2.0
758,Super built-up  Area,1300.0,2.0,3.0,36.0,2.0
760,Super built-up  Area,1070.0,2.0,2.0,39.0,2.0
761,Super built-up  Area,1101.0,2.0,0.0,45.0,2.0
762,Super built-up  Area,775.0,2.0,1.0,55.0,2.0
763,Super built-up  Area,667.0,1.0,1.0,36.85,1.0
764,Super built-up  Area,1070.0,2.0,1.0,55.0,2.0
765,Built-up  Area,1875.0,2.0,2.0,110.0,3.0
766,Super built-up  Area,735.0,2.0,1.0,57.99,2.0
768,Super built-up  Area,1750.0,3.0,2.0,130.0,3.0
769,Super built-up  Area,1215.0,2.0,1.0,67.0,2.0
771,Super built-up  Area,820.0,2.0,1.0,30.0,2.0
772,Super built-up  Area,1177.5,2.0,0.0,59.935,2.0
773,Super built-up  Area,1779.0,3.0,2.0,89.61,3.0
774,Built-up  Area,1105.0,2.0,2.0,58.0,2.0
776,Super built-up  Area,1650.0,3.0,2.0,60.0,3.0
777,Super built-up  Area,1694.0,2.0,2.0,150.0,2.0
779,Super built-up  Area,1975.0,3.0,3.0,150.0,3.0
780,Super built-up  Area,674.0,2.0,1.0,33.0,2.0
781,Super built-up  Area,1185.0,2.0,1.0,41.0,2.0
782,Super built-up  Area,445.0,1.0,0.0,28.0,1.0
784,Super built-up  Area,1475.0,3.0,2.0,75.0,3.0
785,Super built-up  Area,1618.0,3.0,3.0,82.5,3.0
786,Super built-up  Area,1120.0,2.0,0.0,65.0,2.0
787,Super built-up  Area,2181.0,3.0,2.0,152.0,4.0
788,Plot  Area,1200.0,4.0,0.0,90.0,4.0
790,Super built-up  Area,1556.0,2.0,1.0,59.13,3.0
791,Super built-up  Area,1179.0,2.0,1.0,66.02,2.0
792,Super built-up  Area,1296.0,2.0,2.0,83.0,2.0
793,Built-up  Area,1275.0,2.0,2.0,52.0,2.0
795,Super built-up  Area,1400.0,2.0,2.0,77.0,3.0
796,Super built-up  Area,1222.0,2.0,1.0,63.0,2.0
797,Super built-up  Area,940.0,2.0,1.0,41.0,2.0
798,Super built-up  Area,1185.0,2.0,2.0,42.6,2.0
799,Super built-up  Area,1779.0,3.0,2.0,112.0,3.0
800,Super built-up  Area,1615.0,3.0,2.0,59.76,3.0
802,Super built-up  Area,1056.0,2.0,1.0,61.0,2.0
803,Super built-up  Area,1100.0,2.0,0.0,46.0,2.0
804,Built-up  Area,920.0,2.0,1.0,40.0,2.0
805,Super built-up  Area,1602.0,2.0,0.0,75.0,3.0
806,Built-up  Area,1176.0,2.0,0.0,62.0,2.0
807,Plot  Area,675.0,3.0,1.0,59.0,4.0
808,Super built-up  Area,1352.0,3.0,0.0,135.0,3.0
809,Built-up  Area,1717.0,3.0,3.0,99.0,3.0
811,Super built-up  Area,2119.0,4.0,3.0,111.0,4.0
812,Super built-up  Area,1246.0,2.0,1.0,67.3,2.0
813,Super built-up  Area,1141.0,2.0,1.0,42.79,2.0
814,Built-up  Area,1157.0,2.0,1.0,84.0,2.0
815,Super built-up  Area,1025.0,2.0,2.0,27.68,2.0
816,Built-up  Area,650.0,1.0,2.0,33.0,1.0
817,Super built-up  Area,1349.0,2.0,1.0,98.0,2.0
818,Super built-up  Area,1566.0,3.0,1.0,83.3,3.0
820,Built-up  Area,1320.0,2.0,1.0,38.13,3.0
821,Super built-up  Area,1780.0,3.0,1.0,84.83,3.0
822,Super built-up  Area,1091.0,2.0,1.0,34.9,2.0
824,Built-up  Area,918.0,2.0,1.0,50.49,2.0
825,Super built-up  Area,1950.0,4.0,0.0,130.0,4.0
826,Super built-up  Area,1695.0,3.0,1.0,90.0,3.0
827,Super built-up  Area,1705.0,3.0,2.0,95.0,3.0
828,Built-up  Area,1375.0,3.0,2.0,75.0,3.0
829,Super built-up  Area,525.0,1.0,1.0,30.0,1.0
830,Built-up  Area,1447.0,2.0,1.0,83.0,2.0
831,Super built-up  Area,1114.0,2.0,1.0,39.0,2.0
832,Super built-up  Area,1450.0,2.0,1.0,100.0,3.0
833,Super built-up  Area,460.0,1.0,0.0,15.0,2.0
834,Built-up  Area,1022.0,2.0,2.0,40.0,2.0
835,Built-up  Area,1000.0,2.0,2.0,45.0,2.0
836,Super built-up  Area,1128.0,2.0,1.0,68.75,2.0
837,Super built-up  Area,1180.0,2.0,2.0,57.0,2.0
841,Super built-up  Area,1339.0,2.0,3.0,75.0,2.0
842,Super built-up  Area,1400.0,2.0,3.0,55.0,3.0
843,Super built-up  Area,1040.0,2.0,1.0,39.52,2.0
844,Super built-up  Area,1198.0,2.0,2.0,58.0,2.0
846,Super built-up  Area,1691.0,3.0,2.0,113.0,3.0
847,Super built-up  Area,1075.0,3.0,2.0,36.0,3.0
849,Super built-up  Area,1240.0,3.0,2.0,43.5,3.0
850,Super built-up  Area,1122.5,2.0,0.0,58.935,2.0
851,Super built-up  Area,1665.0,3.0,2.0,86.58,3.0
853,Built-up  Area,1142.0,2.0,2.0,70.0,2.0
856,Super built-up  Area,1853.0,3.0,2.0,82.0,3.0
858,Super built-up  Area,1567.0,2.0,2.0,92.0,2.0
859,Super built-up  Area,1090.0,2.0,1.0,27.24,2.0
862,Super built-up  Area,1175.0,2.0,2.0,51.47,2.0
863,Built-up  Area,1200.0,2.0,2.0,52.0,2.0
864,Built-up  Area,995.0,2.0,1.0,41.0,2.0
865,Super built-up  Area,884.0,2.0,1.0,41.1,2.0
867,Built-up  Area,1170.0,2.0,2.0,57.0,2.0
868,Super built-up  Area,1225.0,2.0,1.0,46.55,2.0
869,Super built-up  Area,1342.0,2.0,1.0,73.3,2.0
870,Built-up  Area,1345.0,2.0,1.0,67.0,2.0
871,Built-up  Area,1320.0,3.0,0.0,65.0,3.0
873,Super built-up  Area,1140.0,2.0,1.0,49.39,2.0
874,Super built-up  Area,1300.0,2.0,1.0,50.0,2.0
875,Super built-up  Area,1652.0,3.0,2.0,85.0,3.0
876,Super built-up  Area,2072.0,4.0,2.0,142.0,3.0
878,Super built-up  Area,1360.0,2.0,1.0,71.0,3.0
879,Super built-up  Area,1145.0,2.0,2.0,60.0,3.0
880,Built-up  Area,1540.0,2.0,0.0,40.0,3.0
881,Super built-up  Area,1278.0,2.0,2.0,95.0,2.0
882,Super built-up  Area,630.0,1.0,1.0,40.0,1.0
883,Super built-up  Area,1100.0,3.0,2.0,58.0,3.0
884,Plot  Area,1200.0,3.0,0.0,95.0,3.0
886,Super built-up  Area,582.5,1.0,0.0,15.135,1.0
890,Super built-up  Area,1356.0,2.0,3.0,66.0,3.0
891,Super built-up  Area,823.0,2.0,1.0,28.0,2.0
892,Plot  Area,1200.0,2.0,0.0,66.0,3.0
893,Built-up  Area,1050.0,2.0,0.0,37.0,2.0
894,Super built-up  Area,1180.0,2.0,1.0,69.0,2.0
895,Super built-up  Area,1116.0,2.0,3.0,51.91,2.0
896,Super built-up  Area,1070.0,2.0,1.0,42.79,2.0
897,Super built-up  Area,1385.0,2.0,3.0,80.0,2.0
898,Plot  Area,1000.0,1.0,1.0,70.0,1.0
899,Built-up  Area,1897.0,3.0,2.0,130.0,3.0
900,Super built-up  Area,1005.0,2.0,1.0,55.78,2.0
901,Super built-up  Area,1575.0,3.0,2.0,125.0,3.0
902,Super built-up  Area,975.0,2.0,1.0,65.0,2.0
903,Super built-up  Area,1904.0,3.0,2.0,120.0,3.0
904,Super built-up  Area,930.0,1.0,1.0,30.0,1.0
906,Super built-up  Area,686.0,1.0,1.0,17.0,1.0
907,Plot  Area,2400.0,3.0,1.0,150.0,2.0
909,Built-up  Area,2238.0,3.0,1.0,140.0,3.0
910,Super built-up  Area,1174.0,2.0,1.0,69.0,2.0
912,Super built-up  Area,2225.0,2.0,1.0,125.0,3.0
914,Super built-up  Area,918.0,2.0,2.0,52.0,2.0
915,Super built-up  Area,1250.0,2.0,3.0,52.0,2.0
917,Built-up  Area,1170.0,2.0,3.0,53.0,2.0
919,Built-up  Area,793.0,2.0,1.0,45.0,2.0
920,Super built-up  Area,1710.0,3.0,2.0,107.0,3.0
921,Super built-up  Area,1082.0,2.0,1.0,57.5,3.0
922,Super built-up  Area,1001.0,2.0,2.0,33.03,2.0
924,Super built-up  Area,1590.0,2.0,1.0,54.0,3.0
925,Super built-up  Area,2400.0,2.0,0.0,80.0,3.0
926,Super built-up  Area,1554.0,3.0,2.0,55.0,3.0
927,Super built-up  Area,1142.5,2.0,0.0,43.415,2.0
929,Built-up  Area,884.0,1.0,0.0,58.0,2.0
930,Super built-up  Area,1045.0,2.0,1.0,98.89,2.0
931,Super built-up  Area,1019.0,2.0,2.0,49.86,2.0
932,Super built-up  Area,1935.0,4.0,2.0,130.0,3.0
933,Super built-up  Area,1135.0,2.0,2.0,39.73,3.0
934,Super built-up  Area,1680.0,3.0,2.0,150.0,3.0
940,Built-up  Area,1799.0,3.0,3.0,90.0,3.0
942,Built-up  Area,400.0,1.0,1.0,11.0,1.0
943,Built-up  Area,1047.0,2.0,1.0,82.0,2.0
944,Super built-up  Area,1282.0,2.0,2.0,87.0,2.0
945,Super built-up  Area,1020.0,2.0,1.0,45.9,2.0
947,Super built-up  Area,1495.0,2.0,1.0,79.5,2.0
949,Super built-up  Area,1611.0,2.0,2.0,64.44,3.0
951,Built-up  Area,1500.0,2.0,2.0,95.0,3.0
952,Super built-up  Area,1500.0,2.0,2.0,95.0,3.0
954,Super built-up  Area,1540.0,3.0,0.0,50.0,3.0
955,Super built-up  Area,1639.0,3.0,1.0,80.0,3.0
957,Super built-up  Area,1303.0,2.0,2.0,55.79,2.0
958,Super built-up  Area,1005.0,1.0,1.0,110.0,2.0
959,Super built-up  Area,657.5,1.0,0.0,18.41,1.0
960,Super built-up  Area,1305.0,3.0,1.0,33.28,3.0
962,Super built-up  Area,1300.0,1.0,1.0,115.0,2.0
963,Super built-up  Area,1440.0,2.0,3.0,68.0,3.0
964,Super built-up  Area,901.0,2.0,1.0,35.14,2.0
966,Built-up  Area,900.0,2.0,1.0,42.0,3.0
967,Super built-up  Area,1060.0,2.0,1.0,55.0,2.0
968,Super built-up  Area,1020.0,2.0,1.0,48.45,2.0
969,Super built-up  Area,1535.0,3.0,2.0,65.99,3.0
970,Built-up  Area,530.0,1.0,1.0,20.0,1.0
972,Super built-up  Area,1350.0,2.0,3.0,80.0,2.0
973,Super built-up  Area,1115.0,2.0,2.0,50.0,2.0
974,Super built-up  Area,1175.0,2.0,2.0,47.0,2.0
975,Built-up  Area,1113.0,2.0,1.0,62.0,2.0
978,Built-up  Area,650.0,2.0,0.0,42.0,2.0
979,Super built-up  Area,1325.0,2.0,2.0,71.55,2.0
980,Built-up  Area,950.0,2.0,3.0,31.0,2.0
981,Super built-up  Area,1396.0,2.0,1.0,86.51,3.0
982,Super built-up  Area,1050.0,2.0,2.0,52.07,2.0
983,Super built-up  Area,1825.0,3.0,2.0,100.0,3.0
984,Super built-up  Area,1190.0,2.0,1.0,49.98,2.0
985,Super built-up  Area,1220.0,2.0,1.0,56.5,2.0
986,Super built-up  Area,1565.0,2.0,2.0,75.0,3.0
987,Super built-up  Area,1891.0,3.0,1.0,109.0,3.0
988,Built-up  Area,900.0,2.0,0.0,27.0,2.0
989,Super built-up  Area,1161.0,2.0,1.0,55.15,2.0
990,Super built-up  Area,649.5,1.0,0.0,17.535,1.0
993,Super built-up  Area,665.0,1.0,1.0,36.85,1.0
994,Super built-up  Area,1175.0,2.0,1.0,73.5,2.0
995,Built-up  Area,1425.0,2.0,2.0,80.0,2.0
996,Plot  Area,1200.0,1.0,0.0,20.0,1.0
997,Plot  Area,1200.0,3.0,1.0,56.12,3.0
998,Built-up  Area,1255.0,2.0,2.0,67.0,2.0
999,Super built-up  Area,2112.95,4.0,2.0,145.0,3.0
1000,Super built-up  Area,600.0,1.0,1.0,22.0,1.0
1001,Super built-up  Area,1810.0,3.0,2.0,100.0,3.0
1002,Super built-up  Area,1200.0,2.0,2.0,93.0,2.0
1003,Super built-up  Area,1033.0,2.0,2.0,49.0,2.0
1004,Super built-up  Area,1548.0,3.0,2.0,89.5,3.0
1005,Super built-up  Area,1611.0,3.0,3.0,66.0,3.0
1006,Built-up  Area,1400.0,2.0,1.0,40.43,3.0
1007,Super built-up  Area,1485.0,2.0,2.0,67.0,3.0
1008,Built-up  Area,2400.0,2.0,1.0,82.0,2.0
1009,Super built-up  Area,1025.0,2.0,1.0,44.5,2.0
1010,Plot  Area,600.0,3.0,2.0,65.0,4.0
1012,Built-up  Area,1256.0,2.0,1.0,62.8,2.0
1013,Super built-up  Area,2268.0,3.0,2.0,163.0,4.0
1014,Super built-up  Area,1100.0,3.0,2.0,53.0,3.0
1015,Super built-up  Area,1141.0,2.0,0.0,62.0,2.0
1016,Built-up  Area,400.0,1.0,1.0,12.0,1.0
1017,Plot  Area,1400.0,2.0,0.0,60.0,2.0
1021,Super built-up  Area,1175.0,2.0,2.0,48.27,2.0
1022,Super built-up  Area,1100.0,2.0,1.0,56.0,2.0
1023,Super built-up  Area,1843.0,3.0,2.0,95.84,3.0
1025,Super built-up  Area,1460.0,2.0,1.0,80.5,2.0
1026,Super built-up  Area,1530.0,2.0,2.0,74.5,3.0
1027,Built-up  Area,1467.0,2.0,1.0,55.0,2.0
1028,Super built-up  Area,950.0,1.0,1.0,40.0,1.0
1029,Super built-up  Area,1246.0,2.0,1.0,64.5,2.0
1030,Super built-up  Area,711.0,1.0,1.0,38.0,1.0
1031,Super built-up  Area,1194.0,2.0,2.0,46.0,2.0
1032,Super built-up  Area,1358.0,2.0,1.0,43.4,3.0
1034,Super built-up  Area,1420.0,2.0,2.0,75.0,2.0
1035,Super built-up  Area,1250.0,2.0,1.0,68.75,3.0
1037,Super built-up  Area,1209.0,2.0,1.0,50.0,2.0
1040,Super built-up  Area,1315.0,2.0,1.0,54.8,3.0
1041,Super built-up  Area,1800.0,3.0,3.0,90.0,3.0
1043,Super built-up  Area,1600.0,2.0,2.0,65.0,3.0
1045,Super built-up  Area,1563.0,3.0,2.0,52.0,3.0
1046,Super built-up  Area,1560.0,2.0,2.0,72.0,3.0
1049,Super built-up  Area,1050.0,2.0,2.0,55.5,2.0
1051,Plot  Area,1200.0,3.0,0.0,66.0,3.0
1052,Super built-up  Area,1140.0,2.0,2.0,46.0,2.0
1054,Super built-up  Area,1560.0,3.0,2.0,75.0,3.0
1055,Super built-up  Area,1100.0,2.0,2.0,70.0,2.0
1056,Super built-up  Area,1260.0,2.0,3.0,40.32,3.0
1057,Super built-up  Area,1036.0,2.0,1.0,50.0,2.0
1058,Built-up  Area,1662.0,3.0,3.0,85.1,3.0
1059,Super built-up  Area,1464.0,2.0,3.0,105.0,3.0
1060,Super built-up  Area,1234.0,2.0,2.0,80.0,2.0
1061,Super built-up  Area,1403.0,3.0,1.0,55.0,3.0
1062,Plot  Area,915.0,4.0,1.0,54.9,4.0
1064,Super built-up  Area,1150.0,2.0,2.0,42.9,3.0
1067,Super built-up  Area,929.0,2.0,1.0,46.0,2.0
1069,Plot  Area,1350.0,2.0,1.0,75.0,3.0
1071,Built-up  Area,1405.0,2.0,2.0,70.0,2.0
1072,Plot  Area,1200.0,2.0,1.0,45.84,2.0
1074,Super built-up  Area,1161.0,2.0,2.0,64.08,2.0
1075,Super built-up  Area,1290.0,2.0,3.0,74.0,2.0
1077,Built-up  Area,1480.0,3.0,2.0,90.0,3.0
1079,Super built-up  Area,1350.0,3.0,0.0,54.54,3.0
1080,Super built-up  Area,1580.0,2.0,2.0,65.0,3.0
1081,Super built-up  Area,1470.0,2.0,1.0,88.64,3.0
1082,Super built-up  Area,500.0,1.0,1.0,14.0,1.0
1083,Super built-up  Area,1346.0,2.0,1.0,61.92,2.0
1084,Super built-up  Area,1600.0,3.0,3.0,90.0,3.0
1087,Plot  Area,1200.0,4.0,0.0,135.0,4.0
1088,Super built-up  Area,1200.0,2.0,2.0,35.0,2.0
1089,Built-up  Area,1340.0,2.0,2.0,48.33,3.0
1091,Super built-up  Area,918.0,2.0,2.0,48.0,2.0
1092,Plot  Area,1500.0,3.0,2.0,115.0,3.0
1093,Super built-up  Area,1315.0,2.0,2.0,85.0,2.0
1095,Super built-up  Area,1390.0,2.0,2.0,62.55,3.0
1096,Super built-up  Area,1330.0,2.0,1.0,56.0,3.0
1098,Super built-up  Area,1824.0,3.0,3.0,125.0,3.0
1099,Super built-up  Area,1420.0,2.0,2.0,96.0,3.0
1100,Plot  Area,750.0,1.0,0.0,56.25,1.0
1101,Super built-up  Area,1260.0,2.0,1.0,60.0,3.0
1102,Super built-up  Area,1561.0,3.0,2.0,95.0,3.0
1104,Super built-up  Area,1060.0,2.0,2.0,42.0,2.0
1106,Super built-up  Area,1225.0,2.0,1.0,67.38,2.0
1107,Super built-up  Area,2144.0,3.0,2.0,135.0,3.0
1109,Super built-up  Area,880.0,2.0,2.0,29.0,2.0
1110,Super built-up  Area,1639.0,3.0,2.0,110.0,3.0
1111,Built-up  Area,1240.0,2.0,1.0,62.0,3.0
1112,Super built-up  Area,1500.0,2.0,2.0,69.0,2.0
1113,Super built-up  Area,1243.0,2.0,1.0,46.0,2.0
1116,Super built-up  Area,1082.0,2.0,1.0,56.0,3.0
1117,Super built-up  Area,1637.0,3.0,3.0,73.0,3.0
1119,Super built-up  Area,1265.0,2.0,0.0,56.93,2.0
1120,Super built-up  Area,1691.0,2.0,2.0,102.0,3.0
1121,Super built-up  Area,1100.0,2.0,1.0,38.0,2.0
1123,Plot  Area,1500.0,3.0,2.0,62.0,3.0
1127,Super built-up  Area,1070.0,2.0,1.0,45.0,2.0
1128,Super built-up  Area,1128.0,2.0,2.0,105.0,2.0
1129,Super built-up  Area,1162.0,2.0,1.0,57.0,2.0
1130,Super built-up  Area,1339.0,2.0,2.0,55.0,2.0
1131,Super built-up  Area,1192.0,2.0,2.0,75.0,2.0
1132,Super built-up  Area,1920.0,3.0,1.0,115.0,3.0
1133,Super built-up  Area,1255.0,2.0,1.0,52.32,2.0
1134,Super built-up  Area,1357.0,2.0,1.0,115.0,2.0
1135,Super built-up  Area,1600.0,3.0,2.0,75.0,3.0
1136,Super built-up  Area,1225.0,2.0,2.0,55.11,2.0
1138,Super built-up  Area,1570.0,3.0,3.0,80.0,3.0
1139,Super built-up  Area,1093.0,2.0,2.0,70.0,2.0
1140,Built-up  Area,1865.0,3.0,3.0,145.0,3.0
1142,Super built-up  Area,1039.0,2.0,2.0,80.0,2.0
1144,Super built-up  Area,1985.0,3.0,2.0,75.0,3.0
1145,Super built-up  Area,1590.0,3.0,3.0,49.0,3.0
1147,Super built-up  Area,775.0,2.0,2.0,38.0,2.0
1148,Super built-up  Area,1000.0,2.0,1.0,50.0,2.0
